日期,指标代码,指标名称,数值,单位,频率,来源
2022-06-01,M2_YOY,M2同比增速,11.4,%,月度,AkShare: macro_china_money_supply
2022-07-01,M2_YOY,M2同比增速,12.0,%,月度,AkShare: macro_china_money_supply
2022-08-01,M2_YOY,M2同比增速,12.2,%,月度,AkShare: macro_china_money_supply
2022-09-01,M2_YOY,M2同比增速,12.1,%,月度,AkShare: macro_china_money_supply
2022-10-01,M2_YOY,M2同比增速,11.8,%,月度,AkShare: macro_china_money_supply
2022-11-01,M2_YOY,M2同比增速,12.4,%,月度,AkShare: macro_china_money_supply
2022-12-01,M2_YOY,M2同比增速,11.8,%,月度,AkShare: macro_china_money_supply
2023-01-01,M2_YOY,M2同比增速,12.6,%,月度,AkShare: macro_china_money_supply
2023-02-01,M2_YOY,M2同比增速,12.9,%,月度,AkShare: macro_china_money_supply
2023-03-01,M2_YOY,M2同比增速,12.7,%,月度,AkShare: macro_china_money_supply
2023-04-01,M2_YOY,M2同比增速,12.4,%,月度,AkShare: macro_china_money_supply
2023-05-01,M2_YOY,M2同比增速,11.6,%,月度,AkShare: macro_china_money_supply
2023-06-01,M2_YOY,M2同比增速,11.3,%,月度,AkShare: macro_china_money_supply
2023-07-01,M2_YOY,M2同比增速,10.7,%,月度,AkShare: macro_china_money_supply
2023-08-01,M2_YOY,M2同比增速,10.6,%,月度,AkShare: macro_china_money_supply
2023-09-01,M2_YOY,M2同比增速,10.3,%,月度,AkShare: macro_china_money_supply
2023-10-01,M2_YOY,M2同比增速,10.3,%,月度,AkShare: macro_china_money_supply
2023-11-01,M2_YOY,M2同比增速,10.0,%,月度,AkShare: macro_china_money_supply
2023-12-01,M2_YOY,M2同比增速,9.7,%,月度,AkShare: macro_china_money_supply
2024-01-01,M2_YOY,M2同比增速,8.7,%,月度,AkShare: macro_china_money_supply
2024-02-01,M2_YOY,M2同比增速,8.7,%,月度,AkShare: macro_china_money_supply
2024-03-01,M2_YOY,M2同比增速,8.3,%,月度,AkShare: macro_china_money_supply
2024-04-01,M2_YOY,M2同比增速,7.2,%,月度,AkShare: macro_china_money_supply
2024-05-01,M2_YOY,M2同比增速,7.0,%,月度,AkShare: macro_china_money_supply
2024-06-01,M2_YOY,M2同比增速,6.2,%,月度,AkShare: macro_china_money_supply
2024-07-01,M2_YOY,M2同比增速,6.3,%,月度,AkShare: macro_china_money_supply
2024-08-01,M2_YOY,M2同比增速,6.3,%,月度,AkShare: macro_china_money_supply
2024-09-01,M2_YOY,M2同比增速,6.8,%,月度,AkShare: macro_china_money_supply
2024-10-01,M2_YOY,M2同比增速,7.5,%,月度,AkShare: macro_china_money_supply
2024-11-01,M2_YOY,M2同比增速,7.1,%,月度,AkShare: macro_china_money_supply
2024-12-01,M2_YOY,M2同比增速,7.3,%,月度,AkShare: macro_china_money_supply
2025-01-01,M2_YOY,M2同比增速,7.0,%,月度,AkShare: macro_china_money_supply
2025-02-01,M2_YOY,M2同比增速,7.0,%,月度,AkShare: macro_china_money_supply
2025-03-01,M2_YOY,M2同比增速,7.0,%,月度,AkShare: macro_china_money_supply
2025-04-01,M2_YOY,M2同比增速,8.0,%,月度,AkShare: macro_china_money_supply
2025-05-01,M2_YOY,M2同比增速,7.9,%,月度,AkShare: macro_china_money_supply
2025-06-01,M2_YOY,M2同比增速,8.3,%,月度,AkShare: macro_china_money_supply
2025-07-01,M2_YOY,M2同比增速,8.8,%,月度,AkShare: macro_china_money_supply
2025-08-01,M2_YOY,M2同比增速,8.8,%,月度,AkShare: macro_china_money_supply
2025-09-01,M2_YOY,M2同比增速,8.4,%,月度,AkShare: macro_china_money_supply
2025-10-01,M2_YOY,M2同比增速,8.2,%,月度,AkShare: macro_china_money_supply
2025-11-01,M2_YOY,M2同比增速,8.0,%,月度,AkShare: macro_china_money_supply
2025-12-01,M2_YOY,M2同比增速,8.5,%,月度,AkShare: macro_china_money_supply
2026-01-01,M2_YOY,M2同比增速,9.0,%,月度,AkShare: macro_china_money_supply
2026-02-01,M2_YOY,M2同比增速,9.0,%,月度,AkShare: macro_china_money_supply
2026-03-01,M2_YOY,M2同比增速,8.5,%,月度,AkShare: macro_china_money_supply
2026-04-01,M2_YOY,M2同比增速,8.6,%,月度,AkShare: macro_china_money_supply
2020-01-20,LPR_1Y,1年期LPR利率,4.15,%,月度/发布日,AkShare: macro_china_lpr
2020-02-20,LPR_1Y,1年期LPR利率,4.05,%,月度/发布日,AkShare: macro_china_lpr
2020-03-20,LPR_1Y,1年期LPR利率,4.05,%,月度/发布日,AkShare: macro_china_lpr
2020-04-20,LPR_1Y,1年期LPR利率,3.85,%,月度/发布日,AkShare: macro_china_lpr
2020-05-20,LPR_1Y,1年期LPR利率,3.85,%,月度/发布日,AkShare: macro_china_lpr
2020-06-22,LPR_1Y,1年期LPR利率,3.85,%,月度/发布日,AkShare: macro_china_lpr
2020-07-20,LPR_1Y,1年期LPR利率,3.85,%,月度/发布日,AkShare: macro_china_lpr
2020-08-20,LPR_1Y,1年期LPR利率,3.85,%,月度/发布日,AkShare: macro_china_lpr
2020-09-21,LPR_1Y,1年期LPR利率,3.85,%,月度/发布日,AkShare: macro_china_lpr
2020-10-20,LPR_1Y,1年期LPR利率,3.85,%,月度/发布日,AkShare: macro_china_lpr
2020-11-20,LPR_1Y,1年期LPR利率,3.85,%,月度/发布日,AkShare: macro_china_lpr
2020-12-21,LPR_1Y,1年期LPR利率,3.85,%,月度/发布日,AkShare: macro_china_lpr
2021-01-20,LPR_1Y,1年期LPR利率,3.85,%,月度/发布日,AkShare: macro_china_lpr
2021-02-20,LPR_1Y,1年期LPR利率,3.85,%,月度/发布日,AkShare: macro_china_lpr
2021-03-22,LPR_1Y,1年期LPR利率,3.85,%,月度/发布日,AkShare: macro_china_lpr
2021-04-20,LPR_1Y,1年期LPR利率,3.85,%,月度/发布日,AkShare: macro_china_lpr
2021-05-20,LPR_1Y,1年期LPR利率,3.85,%,月度/发布日,AkShare: macro_china_lpr
2021-06-21,LPR_1Y,1年期LPR利率,3.85,%,月度/发布日,AkShare: macro_china_lpr
2021-07-20,LPR_1Y,1年期LPR利率,3.85,%,月度/发布日,AkShare: macro_china_lpr
2021-08-20,LPR_1Y,1年期LPR利率,3.85,%,月度/发布日,AkShare: macro_china_lpr
2021-09-22,LPR_1Y,1年期LPR利率,3.85,%,月度/发布日,AkShare: macro_china_lpr
2021-10-20,LPR_1Y,1年期LPR利率,3.85,%,月度/发布日,AkShare: macro_china_lpr
2021-11-22,LPR_1Y,1年期LPR利率,3.85,%,月度/发布日,AkShare: macro_china_lpr
2021-12-20,LPR_1Y,1年期LPR利率,3.8,%,月度/发布日,AkShare: macro_china_lpr
2022-01-20,LPR_1Y,1年期LPR利率,3.7,%,月度/发布日,AkShare: macro_china_lpr
2022-02-21,LPR_1Y,1年期LPR利率,3.7,%,月度/发布日,AkShare: macro_china_lpr
2022-03-21,LPR_1Y,1年期LPR利率,3.7,%,月度/发布日,AkShare: macro_china_lpr
2022-04-20,LPR_1Y,1年期LPR利率,3.7,%,月度/发布日,AkShare: macro_china_lpr
2022-05-20,LPR_1Y,1年期LPR利率,3.7,%,月度/发布日,AkShare: macro_china_lpr
2022-06-20,LPR_1Y,1年期LPR利率,3.7,%,月度/发布日,AkShare: macro_china_lpr
2022-07-20,LPR_1Y,1年期LPR利率,3.7,%,月度/发布日,AkShare: macro_china_lpr
2022-08-22,LPR_1Y,1年期LPR利率,3.65,%,月度/发布日,AkShare: macro_china_lpr
2022-09-20,LPR_1Y,1年期LPR利率,3.65,%,月度/发布日,AkShare: macro_china_lpr
2022-10-20,LPR_1Y,1年期LPR利率,3.65,%,月度/发布日,AkShare: macro_china_lpr
2022-11-21,LPR_1Y,1年期LPR利率,3.65,%,月度/发布日,AkShare: macro_china_lpr
2022-12-20,LPR_1Y,1年期LPR利率,3.65,%,月度/发布日,AkShare: macro_china_lpr
2023-01-20,LPR_1Y,1年期LPR利率,3.65,%,月度/发布日,AkShare: macro_china_lpr
2023-02-20,LPR_1Y,1年期LPR利率,3.65,%,月度/发布日,AkShare: macro_china_lpr
2023-03-20,LPR_1Y,1年期LPR利率,3.65,%,月度/发布日,AkShare: macro_china_lpr
2023-04-20,LPR_1Y,1年期LPR利率,3.65,%,月度/发布日,AkShare: macro_china_lpr
2023-05-22,LPR_1Y,1年期LPR利率,3.65,%,月度/发布日,AkShare: macro_china_lpr
2023-06-20,LPR_1Y,1年期LPR利率,3.55,%,月度/发布日,AkShare: macro_china_lpr
2023-07-20,LPR_1Y,1年期LPR利率,3.55,%,月度/发布日,AkShare: macro_china_lpr
2023-08-21,LPR_1Y,1年期LPR利率,3.45,%,月度/发布日,AkShare: macro_china_lpr
2023-09-20,LPR_1Y,1年期LPR利率,3.45,%,月度/发布日,AkShare: macro_china_lpr
2023-10-20,LPR_1Y,1年期LPR利率,3.45,%,月度/发布日,AkShare: macro_china_lpr
2023-11-20,LPR_1Y,1年期LPR利率,3.45,%,月度/发布日,AkShare: macro_china_lpr
2023-12-20,LPR_1Y,1年期LPR利率,3.45,%,月度/发布日,AkShare: macro_china_lpr
2024-01-22,LPR_1Y,1年期LPR利率,3.45,%,月度/发布日,AkShare: macro_china_lpr
2024-02-20,LPR_1Y,1年期LPR利率,3.45,%,月度/发布日,AkShare: macro_china_lpr
2024-03-20,LPR_1Y,1年期LPR利率,3.45,%,月度/发布日,AkShare: macro_china_lpr
2024-04-22,LPR_1Y,1年期LPR利率,3.45,%,月度/发布日,AkShare: macro_china_lpr
2024-05-20,LPR_1Y,1年期LPR利率,3.45,%,月度/发布日,AkShare: macro_china_lpr
2024-06-20,LPR_1Y,1年期LPR利率,3.45,%,月度/发布日,AkShare: macro_china_lpr
2024-07-22,LPR_1Y,1年期LPR利率,3.35,%,月度/发布日,AkShare: macro_china_lpr
2024-08-20,LPR_1Y,1年期LPR利率,3.35,%,月度/发布日,AkShare: macro_china_lpr
2024-09-20,LPR_1Y,1年期LPR利率,3.35,%,月度/发布日,AkShare: macro_china_lpr
2024-10-21,LPR_1Y,1年期LPR利率,3.1,%,月度/发布日,AkShare: macro_china_lpr
2024-11-20,LPR_1Y,1年期LPR利率,3.1,%,月度/发布日,AkShare: macro_china_lpr
2024-12-20,LPR_1Y,1年期LPR利率,3.1,%,月度/发布日,AkShare: macro_china_lpr
2025-01-20,LPR_1Y,1年期LPR利率,3.1,%,月度/发布日,AkShare: macro_china_lpr
2025-02-20,LPR_1Y,1年期LPR利率,3.1,%,月度/发布日,AkShare: macro_china_lpr
2025-03-20,LPR_1Y,1年期LPR利率,3.1,%,月度/发布日,AkShare: macro_china_lpr
2025-04-21,LPR_1Y,1年期LPR利率,3.1,%,月度/发布日,AkShare: macro_china_lpr
2025-05-20,LPR_1Y,1年期LPR利率,3.0,%,月度/发布日,AkShare: macro_china_lpr
2025-06-20,LPR_1Y,1年期LPR利率,3.0,%,月度/发布日,AkShare: macro_china_lpr
2025-07-21,LPR_1Y,1年期LPR利率,3.0,%,月度/发布日,AkShare: macro_china_lpr
2025-08-20,LPR_1Y,1年期LPR利率,3.0,%,月度/发布日,AkShare: macro_china_lpr
2025-09-22,LPR_1Y,1年期LPR利率,3.0,%,月度/发布日,AkShare: macro_china_lpr
2025-10-20,LPR_1Y,1年期LPR利率,3.0,%,月度/发布日,AkShare: macro_china_lpr
2025-11-20,LPR_1Y,1年期LPR利率,3.0,%,月度/发布日,AkShare: macro_china_lpr
2025-12-22,LPR_1Y,1年期LPR利率,3.0,%,月度/发布日,AkShare: macro_china_lpr
2026-01-20,LPR_1Y,1年期LPR利率,3.0,%,月度/发布日,AkShare: macro_china_lpr
2026-02-24,LPR_1Y,1年期LPR利率,3.0,%,月度/发布日,AkShare: macro_china_lpr
2026-03-20,LPR_1Y,1年期LPR利率,3.0,%,月度/发布日,AkShare: macro_china_lpr
2026-04-20,LPR_1Y,1年期LPR利率,3.0,%,月度/发布日,AkShare: macro_china_lpr
2020-03-01,INDUSTRIAL_VALUE_ADDED_YOY,工业增加值增速,-1.1,%,月度,AkShare: macro_china_gyzjz
2020-04-01,INDUSTRIAL_VALUE_ADDED_YOY,工业增加值增速,3.9,%,月度,AkShare: macro_china_gyzjz
2020-05-01,INDUSTRIAL_VALUE_ADDED_YOY,工业增加值增速,4.4,%,月度,AkShare: macro_china_gyzjz
2020-06-01,INDUSTRIAL_VALUE_ADDED_YOY,工业增加值增速,4.8,%,月度,AkShare: macro_china_gyzjz
2020-07-01,INDUSTRIAL_VALUE_ADDED_YOY,工业增加值增速,4.8,%,月度,AkShare: macro_china_gyzjz
2020-08-01,INDUSTRIAL_VALUE_ADDED_YOY,工业增加值增速,5.6,%,月度,AkShare: macro_china_gyzjz
2020-09-01,INDUSTRIAL_VALUE_ADDED_YOY,工业增加值增速,6.9,%,月度,AkShare: macro_china_gyzjz
2020-10-01,INDUSTRIAL_VALUE_ADDED_YOY,工业增加值增速,6.9,%,月度,AkShare: macro_china_gyzjz
2020-11-01,INDUSTRIAL_VALUE_ADDED_YOY,工业增加值增速,7.0,%,月度,AkShare: macro_china_gyzjz
2020-12-01,INDUSTRIAL_VALUE_ADDED_YOY,工业增加值增速,7.3,%,月度,AkShare: macro_china_gyzjz
2021-03-01,INDUSTRIAL_VALUE_ADDED_YOY,工业增加值增速,14.1,%,月度,AkShare: macro_china_gyzjz
2021-04-01,INDUSTRIAL_VALUE_ADDED_YOY,工业增加值增速,9.8,%,月度,AkShare: macro_china_gyzjz
2021-05-01,INDUSTRIAL_VALUE_ADDED_YOY,工业增加值增速,8.8,%,月度,AkShare: macro_china_gyzjz
2021-06-01,INDUSTRIAL_VALUE_ADDED_YOY,工业增加值增速,8.3,%,月度,AkShare: macro_china_gyzjz
2021-07-01,INDUSTRIAL_VALUE_ADDED_YOY,工业增加值增速,6.4,%,月度,AkShare: macro_china_gyzjz
2021-08-01,INDUSTRIAL_VALUE_ADDED_YOY,工业增加值增速,5.3,%,月度,AkShare: macro_china_gyzjz
2021-09-01,INDUSTRIAL_VALUE_ADDED_YOY,工业增加值增速,3.1,%,月度,AkShare: macro_china_gyzjz
2021-10-01,INDUSTRIAL_VALUE_ADDED_YOY,工业增加值增速,3.5,%,月度,AkShare: macro_china_gyzjz
2021-11-01,INDUSTRIAL_VALUE_ADDED_YOY,工业增加值增速,3.8,%,月度,AkShare: macro_china_gyzjz
2021-12-01,INDUSTRIAL_VALUE_ADDED_YOY,工业增加值增速,4.3,%,月度,AkShare: macro_china_gyzjz
2022-03-01,INDUSTRIAL_VALUE_ADDED_YOY,工业增加值增速,5.0,%,月度,AkShare: macro_china_gyzjz
2022-04-01,INDUSTRIAL_VALUE_ADDED_YOY,工业增加值增速,-2.9,%,月度,AkShare: macro_china_gyzjz
2022-05-01,INDUSTRIAL_VALUE_ADDED_YOY,工业增加值增速,0.7,%,月度,AkShare: macro_china_gyzjz
2022-06-01,INDUSTRIAL_VALUE_ADDED_YOY,工业增加值增速,3.9,%,月度,AkShare: macro_china_gyzjz
2022-07-01,INDUSTRIAL_VALUE_ADDED_YOY,工业增加值增速,3.8,%,月度,AkShare: macro_china_gyzjz
2022-08-01,INDUSTRIAL_VALUE_ADDED_YOY,工业增加值增速,4.2,%,月度,AkShare: macro_china_gyzjz
2022-09-01,INDUSTRIAL_VALUE_ADDED_YOY,工业增加值增速,6.3,%,月度,AkShare: macro_china_gyzjz
2022-10-01,INDUSTRIAL_VALUE_ADDED_YOY,工业增加值增速,5.0,%,月度,AkShare: macro_china_gyzjz
2022-11-01,INDUSTRIAL_VALUE_ADDED_YOY,工业增加值增速,2.2,%,月度,AkShare: macro_china_gyzjz
2022-12-01,INDUSTRIAL_VALUE_ADDED_YOY,工业增加值增速,1.3,%,月度,AkShare: macro_china_gyzjz
2023-03-01,INDUSTRIAL_VALUE_ADDED_YOY,工业增加值增速,3.9,%,月度,AkShare: macro_china_gyzjz
2023-04-01,INDUSTRIAL_VALUE_ADDED_YOY,工业增加值增速,5.6,%,月度,AkShare: macro_china_gyzjz
2023-05-01,INDUSTRIAL_VALUE_ADDED_YOY,工业增加值增速,3.5,%,月度,AkShare: macro_china_gyzjz
2023-06-01,INDUSTRIAL_VALUE_ADDED_YOY,工业增加值增速,4.4,%,月度,AkShare: macro_china_gyzjz
2023-07-01,INDUSTRIAL_VALUE_ADDED_YOY,工业增加值增速,3.7,%,月度,AkShare: macro_china_gyzjz
2023-08-01,INDUSTRIAL_VALUE_ADDED_YOY,工业增加值增速,4.5,%,月度,AkShare: macro_china_gyzjz
2023-09-01,INDUSTRIAL_VALUE_ADDED_YOY,工业增加值增速,4.5,%,月度,AkShare: macro_china_gyzjz
2023-10-01,INDUSTRIAL_VALUE_ADDED_YOY,工业增加值增速,4.6,%,月度,AkShare: macro_china_gyzjz
2023-11-01,INDUSTRIAL_VALUE_ADDED_YOY,工业增加值增速,6.6,%,月度,AkShare: macro_china_gyzjz
2023-12-01,INDUSTRIAL_VALUE_ADDED_YOY,工业增加值增速,6.8,%,月度,AkShare: macro_china_gyzjz
2024-03-01,INDUSTRIAL_VALUE_ADDED_YOY,工业增加值增速,4.5,%,月度,AkShare: macro_china_gyzjz
2024-04-01,INDUSTRIAL_VALUE_ADDED_YOY,工业增加值增速,6.7,%,月度,AkShare: macro_china_gyzjz
2024-05-01,INDUSTRIAL_VALUE_ADDED_YOY,工业增加值增速,5.6,%,月度,AkShare: macro_china_gyzjz
2024-06-01,INDUSTRIAL_VALUE_ADDED_YOY,工业增加值增速,5.3,%,月度,AkShare: macro_china_gyzjz
2024-07-01,INDUSTRIAL_VALUE_ADDED_YOY,工业增加值增速,5.1,%,月度,AkShare: macro_china_gyzjz
2024-08-01,INDUSTRIAL_VALUE_ADDED_YOY,工业增加值增速,4.5,%,月度,AkShare: macro_china_gyzjz
2024-09-01,INDUSTRIAL_VALUE_ADDED_YOY,工业增加值增速,5.4,%,月度,AkShare: macro_china_gyzjz
2024-10-01,INDUSTRIAL_VALUE_ADDED_YOY,工业增加值增速,5.3,%,月度,AkShare: macro_china_gyzjz
2024-11-01,INDUSTRIAL_VALUE_ADDED_YOY,工业增加值增速,5.4,%,月度,AkShare: macro_china_gyzjz
2024-12-01,INDUSTRIAL_VALUE_ADDED_YOY,工业增加值增速,6.2,%,月度,AkShare: macro_china_gyzjz
2025-03-01,INDUSTRIAL_VALUE_ADDED_YOY,工业增加值增速,7.7,%,月度,AkShare: macro_china_gyzjz
2025-04-01,INDUSTRIAL_VALUE_ADDED_YOY,工业增加值增速,6.1,%,月度,AkShare: macro_china_gyzjz
2025-05-01,INDUSTRIAL_VALUE_ADDED_YOY,工业增加值增速,5.8,%,月度,AkShare: macro_china_gyzjz
2025-06-01,INDUSTRIAL_VALUE_ADDED_YOY,工业增加值增速,6.8,%,月度,AkShare: macro_china_gyzjz
2025-07-01,INDUSTRIAL_VALUE_ADDED_YOY,工业增加值增速,5.7,%,月度,AkShare: macro_china_gyzjz
2025-08-01,INDUSTRIAL_VALUE_ADDED_YOY,工业增加值增速,5.2,%,月度,AkShare: macro_china_gyzjz
2025-09-01,INDUSTRIAL_VALUE_ADDED_YOY,工业增加值增速,6.5,%,月度,AkShare: macro_china_gyzjz
2025-10-01,INDUSTRIAL_VALUE_ADDED_YOY,工业增加值增速,4.9,%,月度,AkShare: macro_china_gyzjz
2025-11-01,INDUSTRIAL_VALUE_ADDED_YOY,工业增加值增速,4.8,%,月度,AkShare: macro_china_gyzjz
2025-12-01,INDUSTRIAL_VALUE_ADDED_YOY,工业增加值增速,5.2,%,月度,AkShare: macro_china_gyzjz
2026-03-01,INDUSTRIAL_VALUE_ADDED_YOY,工业增加值增速,5.7,%,月度,AkShare: macro_china_gyzjz
2026-04-01,INDUSTRIAL_VALUE_ADDED_YOY,工业增加值增速,4.1,%,月度,AkShare: macro_china_gyzjz
2020-12-31,CPI_YOY_WB,CPI同比增速（世界银行年度口径）,2.41942189457782,%,年度,World Bank API: FP.CPI.TOTL.ZG
2021-12-31,CPI_YOY_WB,CPI同比增速（世界银行年度口径）,0.981015135544881,%,年度,World Bank API: FP.CPI.TOTL.ZG
2022-12-31,CPI_YOY_WB,CPI同比增速（世界银行年度口径）,1.9735755573905,%,年度,World Bank API: FP.CPI.TOTL.ZG
2023-12-31,CPI_YOY_WB,CPI同比增速（世界银行年度口径）,0.23483682889305,%,年度,World Bank API: FP.CPI.TOTL.ZG
2024-12-31,CPI_YOY_WB,CPI同比增速（世界银行年度口径）,0.218128938439177,%,年度,World Bank API: FP.CPI.TOTL.ZG
2020-12-31,M2_YOY_WB,M2同比增速（世界银行年度口径）,10.0135623141248,%,年度,World Bank API: FM.LBL.BMNY.ZG
2021-12-31,M2_YOY_WB,M2同比增速（世界银行年度口径）,9.0757457335677,%,年度,World Bank API: FM.LBL.BMNY.ZG
2022-12-31,M2_YOY_WB,M2同比增速（世界银行年度口径）,11.6633002240566,%,年度,World Bank API: FM.LBL.BMNY.ZG
2023-12-31,M2_YOY_WB,M2同比增速（世界银行年度口径）,9.84883453512065,%,年度,World Bank API: FM.LBL.BMNY.ZG
2024-12-31,M2_YOY_WB,M2同比增速（世界银行年度口径）,6.8107070839647,%,年度,World Bank API: FM.LBL.BMNY.ZG
2020-12-31,USD_CNY_WB,人民币/美元汇率（世界银行年度官方汇率）,6.90076726944924,人民币/美元,年度,World Bank API: PA.NUS.FCRF
2021-12-31,USD_CNY_WB,人民币/美元汇率（世界银行年度官方汇率）,6.44897518024316,人民币/美元,年度,World Bank API: PA.NUS.FCRF
2022-12-31,USD_CNY_WB,人民币/美元汇率（世界银行年度官方汇率）,6.73715811237118,人民币/美元,年度,World Bank API: PA.NUS.FCRF
2023-12-31,USD_CNY_WB,人民币/美元汇率（世界银行年度官方汇率）,7.0839984234363,人民币/美元,年度,World Bank API: PA.NUS.FCRF
